temp_max,temp_min,temp_avg,hum_max,hum_min,hum_avg,cur_time,serial,status,mac
27.3,27.2,27.28,56.9,56.4,56.66,2020-09-14T15:56:31.000Z,4090,12,00:a0:c6:00:00:00
27.2,27.2,27.2,57.5,56.9,57.26,2020-09-14T15:56:41.000Z,4090,12,00:a0:c6:00:00:00
27.2,27.1,27.12,57.9,57.6,57.76,2020-09-14T15:56:52.000Z,4090,12,00:a0:c6:00:00:00
27.1,27.1,27.1,58.4,58,58.26,2020-09-14T15:57:07.000Z,4090,11,00:a0:c6:00:00:00
27.1,27.1,27.1,59,58.5,58.76,2020-09-14T15:57:23.000Z,4090,11,00:a0:c6:00:00:00
27.1,27.1,27.1,59.4,59.1,59.26,2020-09-14T15:57:33.000Z,4090,11,00:a0:c6:00:00:00
27.1,27.1,27.1,59.8,59.5,59.64,2020-09-14T15:57:48.000Z,4090,11,00:a0:c6:00:00:00
27.1,27.1,27.1,60.1,59.9,59.98,2020-09-14T15:57:58.000Z,4090,11,00:a0:c6:00:00:00
27.1,27.1,27.1,60.4,60.2,60.32,2020-09-14T15:58:09.000Z,4090,11,00:a0:c6:00:00:00
27.2,27.1,27.12,61.2,60.5,60.78,2020-09-14T15:58:24.000Z,4090,11,00:a0:c6:00:00:00
27.2,27.1,27.18,61.7,61.2,61.48,2020-09-14T15:58:34.000Z,4090,11,00:a0:c6:00:00:00
27.2,27.2,27.2,62.2,61.9,62.06,2020-09-14T15:58:48.000Z,4090,11,00:a0:c6:00:00:00
25.8,25.8,25.8,65.2,64.8,65.12,2020-09-14T16:14:23.000Z,4090,22,00:a0:c6:00:00:00
25.9,25.8,25.86,65.1,65.1,65.1,2020-09-14T16:14:39.000Z,4090,21,00:a0:c6:00:00:00
26,25.9,25.98,65.1,65,65.04,2020-09-14T16:14:50.000Z,4090,21,00:a0:c6:00:00:00
26,26,26,64.9,64.7,64.8,2020-09-14T16:15:00.000Z,4090,21,00:a0:c6:00:00:00
26.2,26.1,26.12,64.7,64.5,64.6,2020-09-14T16:15:13.000Z,4090,21,00:a0:c6:00:00:00
26.2,26.2,26.2,64.5,64.3,64.4,2020-09-14T16:15:26.000Z,4090,21,00:a0:c6:00:00:00
26.5,26.3,26.34,64.2,63.8,64.06,2020-09-14T16:15:46.000Z,4090,21,00:a0:c6:00:00:00
26.5,26.5,26.5,63.7,63.3,63.5,2020-09-14T16:15:59.000Z,4090,21,00:a0:c6:00:00:00
26.7,26.6,26.62,63.2,62.9,63.04,2020-09-14T16:16:12.000Z,4090,21,00:a0:c6:00:00:00
26.8,26.7,26.74,62.9,62.6,62.74,2020-09-14T16:16:22.000Z,4090,21,00:a0:c6:00:00:00
26.9,26.8,26.82,62.5,62.3,62.38,2020-09-14T16:16:32.000Z,4090,21,00:a0:c6:00:00:00
27,26.9,26.94,62.2,61.9,62.04,2020-09-14T16:16:43.000Z,4090,21,00:a0:c6:00:00:00
27.1,27,27.06,61.8,61.4,61.62,2020-09-14T16:16:55.000Z,4090,21,00:a0:c6:00:00:00
27.2,27.1,27.16,61.3,61,61.16,2020-09-14T16:17:06.000Z,4090,21,00:a0:c6:00:00:00
27.3,27.2,27.28,61,60.7,60.82,2020-09-14T16:17:16.000Z,4090,21,00:a0:c6:00:00:00
27.4,27.3,27.38,60.6,60.3,60.46,2020-09-14T16:17:26.000Z,4090,21,00:a0:c6:00:00:00
27.5,27.5,27.5,60.2,59.8,60,2020-09-14T16:17:39.000Z,4090,21,00:a0:c6:00:00:00
27.7,27.6,27.62,59.8,59.5,59.64,2020-09-14T16:17:49.000Z,4090,21,00:a0:c6:00:00:00
27.8,27.7,27.74,59.5,59.2,59.34,2020-09-14T16:18:00.000Z,4090,21,00:a0:c6:00:00:00
27.9,27.8,27.84,59.2,59,59.1,2020-09-14T16:18:10.000Z,4090,21,00:a0:c6:00:00:00
28,27.9,27.96,58.9,58.7,58.84,2020-09-14T16:18:26.000Z,4090,21,00:a0:c6:00:00:00
28.1,28,28.06,58.6,58.3,58.46,2020-09-14T16:18:39.000Z,4090,21,00:a0:c6:00:00:00
28.2,28.2,28.2,58.2,57.9,58.06,2020-09-14T16:18:49.000Z,4090,21,00:a0:c6:00:00:00
28.3,28.3,28.3,57.9,57.6,57.76,2020-09-14T16:18:59.000Z,4090,21,00:a0:c6:00:00:00
28.5,28.4,28.42,57.5,57.3,57.38,2020-09-14T16:19:12.000Z,4090,21,00:a0:c6:00:00:00
28.6,28.5,28.54,57.2,57,57.14,2020-09-14T16:19:23.000Z,4090,21,00:a0:c6:00:00:00
28.6,28.6,28.6,57,56.7,56.84,2020-09-14T16:19:36.000Z,4090,22,00:a0:c6:00:00:00
28.6,28.6,28.6,56.6,56.3,56.44,2020-09-14T16:19:51.000Z,4090,22,00:a0:c6:00:00:00
28.7,28.6,28.62,56.3,56,56.14,2020-09-14T16:20:06.000Z,4090,22,00:a0:c6:00:00:00
28.7,28.6,28.64,56,55.9,55.96,2020-09-14T16:20:17.000Z,4090,13,00:a0:c6:00:00:00
28.7,28.6,28.64,56.1,56,56.08,2020-09-14T16:20:27.000Z,4090,13,00:a0:c6:00:00:00
28.6,28.5,28.52,56.1,56,56.06,2020-09-14T16:20:37.000Z,4090,13,00:a0:c6:00:00:00
28.5,28.4,28.42,56.3,56.1,56.16,2020-09-14T16:20:48.000Z,4090,13,00:a0:c6:00:00:00
28.3,28.2,28.24,56.6,56.3,56.44,2020-09-14T16:21:01.000Z,4090,13,00:a0:c6:00:00:00
28.1,28.1,28.1,56.9,56.6,56.72,2020-09-14T16:21:14.000Z,4090,13,00:a0:c6:00:00:00
28,27.9,27.92,57.2,56.9,57.02,2020-09-14T16:21:29.000Z,4090,13,00:a0:c6:00:00:00
27.8,27.7,27.78,57.4,57.2,57.32,2020-09-14T16:21:42.000Z,4090,13,00:a0:c6:00:00:00
27.7,27.6,27.64,57.7,57.5,57.6,2020-09-14T16:21:53.000Z,4090,13,00:a0:c6:00:00:00
27.6,27.5,27.52,57.8,57.7,57.78,2020-09-14T16:22:04.000Z,4090,13,00:a0:c6:00:00:00
27.5,27.4,27.42,58,57.9,57.96,2020-09-14T16:22:14.000Z,4090,13,00:a0:c6:00:00:00
27.3,27.2,27.28,58.3,58,58.16,2020-09-14T16:22:24.000Z,4090,13,00:a0:c6:00:00:00
27.2,27.2,27.2,58.6,58.2,58.42,2020-09-14T16:22:35.000Z,4090,13,00:a0:c6:00:00:00
27.1,27,27.08,58.9,58.5,58.72,2020-09-14T16:22:45.000Z,4090,13,00:a0:c6:00:00:00
27,26.9,26.98,59.1,59,59.06,2020-09-14T16:22:55.000Z,4090,13,00:a0:c6:00:00:00
26.9,26.8,26.86,59.5,59.2,59.34,2020-09-14T16:23:06.000Z,4090,13,00:a0:c6:00:00:00
26.8,26.7,26.78,59.6,59.5,59.56,2020-09-14T16:23:16.000Z,4090,13,00:a0:c6:00:00:00
26.7,26.6,26.62,59.8,59.6,59.7,2020-09-14T16:23:30.000Z,4090,13,00:a0:c6:00:00:00
26.6,26.5,26.52,60,59.8,59.88,2020-09-14T16:23:41.000Z,4090,13,00:a0:c6:00:00:00
26.5,26.5,26.5,60.3,60,60.2,2020-09-14T16:23:51.000Z,4090,13,00:a0:c6:00:00:00
26.4,26.3,26.38,60.7,60.3,60.5,2020-09-14T16:24:01.000Z,4090,13,00:a0:c6:00:00:00
26.3,26.3,26.3,61,60.7,60.88,2020-09-14T16:24:12.000Z,4090,13,00:a0:c6:00:00:00
26.2,26.2,26.2,61.3,60.9,61.1,2020-09-14T16:24:22.000Z,4090,13,00:a0:c6:00:00:00
26.2,26.1,26.16,61.7,61.3,61.5,2020-09-14T16:24:33.000Z,4090,13,00:a0:c6:00:00:00
26.1,26,26.08,61.9,61.7,61.84,2020-09-14T16:24:43.000Z,4090,13,00:a0:c6:00:00:00
26,26,26,62.5,62.1,62.26,2020-09-14T16:24:59.000Z,4090,13,00:a0:c6:00:00:00
25.9,25.9,25.9,62.9,62.8,62.86,2020-09-14T16:25:12.000Z,4090,13,00:a0:c6:00:00:00
25.9,25.8,25.82,63,62.9,62.96,2020-09-14T16:25:22.000Z,4090,13,00:a0:c6:00:00:00
25.8,25.7,25.76,63.2,63,63.1,2020-09-14T16:25:33.000Z,4090,13,00:a0:c6:00:00:00
25.7,25.6,25.68,63.5,63.2,63.36,2020-09-14T16:25:43.000Z,4090,13,00:a0:c6:00:00:00
25.6,25.6,25.6,63.6,63.4,63.52,2020-09-14T16:25:56.000Z,4090,13,00:a0:c6:00:00:00
25.6,25.5,25.54,63.8,63.7,63.74,2020-09-14T16:26:07.000Z,4090,13,00:a0:c6:00:00:00
25.5,25.4,25.48,64.2,63.8,64.02,2020-09-14T16:26:17.000Z,4090,23,00:a0:c6:00:00:00
