time,temp_avg_gap,hum_avg_gap,temp_max_min,temp_min_max,hum_max_min,hum_min_max,status,work
13,-0.02,-0.12,0.0,-0.1,0.0,-0.2,12,0
13,-0.02,0.16,0.0,-0.1,0.7,-0.2,13,0
12,0.0,1.78,0.0,0.0,2.8,0.5,13,0
11,-0.08,1.56,0.0,-0.1,2.8,0.3,13,0
13,-0.04,2.4,0.0,-0.2,4.0,0.4,13,0
13,-0.04,1.84,0.1,-0.1,3.8,0.3,13,0
13,-0.06,1.08,0.0,-0.2,2.0,0.2,13,0
13,-0.08,2.6,0.0,-0.1,4.7,0.6,13,0
13,-0.04,2.44,0.0,-0.1,4.3,0.3,13,0
13,-0.06,0.48,0.0,-0.1,1.7,-0.5,13,0
10,-0.06,-0.76,0.0,-0.1,0.7,-2.1,12,0
18,-0.06,-1.18,0.0,-0.1,0.2,-2.6,12,0
13,-0.04,-2.16,0.0,-0.1,-0.7,-3.2,12,0
13,-0.02,-2.04,0.0,-0.1,-0.3,-3.3,13,0
10,-0.04,-0.36,0.0,-0.1,0.3,-1.6,13,0
13,-0.06,1.74,0.0,-0.1,2.3,1.2,13,0
13,-0.08,0.84,0.0,-0.1,1.6,0.1,13,0
11,-0.04,1.12,0.0,-0.2,2.3,-0.2,13,0
10,-0.08,0.42,0.0,-0.1,1.5,-0.7,13,0
16,-0.02,1.16,0.0,-0.1,1.9,0.6,13,0
10,-0.08,2.42,0.0,-0.1,3.2,1.0,13,0
11,-0.04,0.22,0.0,-0.1,1.6,-0.4,13,0
10,-0.06,-1.0,0.0,-0.1,-0.5,-1.7,13,0
16,-0.04,0.56,0.0,-0.1,2.2,-0.5,12,0
10,-0.1,-0.02,-0.1,-0.1,1.0,-0.8,12,0
13,0.0,-0.86,0.0,0.0,-0.2,-1.7,12,0
13,-0.1,-1.38,-0.1,-0.1,-0.4,-2.4,12,0
11,-0.02,-1.58,0.0,-0.1,-0.3,-3.0,12,0
10,-0.08,-2.3,0.0,-0.1,-0.5,-3.8,12,0
10,0.0,-1.3,0.0,0.0,-0.2,-2.6,12,0
13,0.0,-1.06,0.0,0.0,-0.5,-1.8,11,0
11,0.04,-0.44,0.1,0.0,-0.1,-0.8,11,0
14,0.06,-0.6,0.1,0.0,-0.3,-0.9,11,0
10,0.06,-0.5,0.1,0.0,-0.1,-0.8,11,0
10,0.04,-0.54,0.1,0.0,-0.1,-1.0,11,0
11,0.08,-0.5,0.1,0.0,-0.1,-1.0,11,0
10,0.02,-0.58,0.1,0.0,-0.1,-0.9,11,0
16,0.1,-0.48,0.2,0.0,-0.1,-0.9,11,0
13,0.1,-0.44,0.3,-0.1,-0.2,-0.8,11,0
10,0.1,-0.3,0.2,0.0,0.0,-0.5,11,0
13,0.08,-0.46,0.1,0.0,-0.1,-0.8,11,0
10,0.04,-0.34,0.1,0.0,-0.1,-0.6,12,0
10,0.1,-0.28,0.2,0.0,-0.1,-0.5,11,0
13,0.08,-0.3,0.1,0.0,0.0,-0.5,11,0
11,0.08,-0.28,0.1,0.0,-0.1,-0.6,11,0
10,0.1,-0.24,0.2,0.0,-0.1,-0.4,11,0
11,0.06,-0.3,0.2,0.0,-0.1,-0.4,11,0
10,0.06,-0.24,0.1,0.0,-0.1,-0.5,11,0
18,0.14,-0.3,0.2,0.0,0.0,-0.5,11,0
11,0.08,-0.32,0.3,0.0,-0.1,-0.6,11,0
10,0.1,-0.22,0.2,0.0,0.0,-0.4,11,0
11,0.08,-0.24,0.1,0.0,0.0,-0.5,11,0
12,0.08,-0.24,0.1,0.0,0.0,-0.5,11,0
11,0.1,-0.24,0.2,0.0,-0.1,-0.4,11,0
10,0.04,-0.22,0.2,0.0,-0.1,-0.3,11,0
11,0.08,-0.2,0.1,0.0,0.0,-0.4,11,0
10,0.08,-0.22,0.1,0.0,0.0,-0.5,11,0
10,0.1,-0.16,0.2,0.0,0.0,-0.3,11,0
11,0.06,-0.22,0.2,0.0,-0.1,-0.3,11,0
11,0.06,-0.2,0.1,0.0,0.0,-0.4,11,0
10,0.08,-0.22,0.1,0.0,0.0,-0.5,11,0
10,0.06,-0.22,0.2,0.0,0.0,-0.4,11,0
10,0.06,-0.2,0.1,0.0,0.0,-0.4,11,0
